Gene,sample1,sample2,sampleN
TBR1,0,0,0
TBRG1,13,14,10
TBRG4,10,7,7
TBX1,0,0,0
TBX10,0,0,0
TBX15,0,0,0
TBX18,0,0,0
TBX19,5,3,2
TBX2,34,79,15
TBX20,0,0,0
TBX21,0,4,2
TBX22,0,0,0
TBX3,9,15,4
TBX4,0,0,0
TBX5,0,0,0
TBX6,2,3,2
TBXA2R,0,2,0
TBXAS1,0,0,0
TBXT,0,0,0
TC2N,7,3,6
TCAF1,1,1,0
TCAF2,0,0,0
TCAIM,2,2,1
TCAP,17,0,19
TCEA1,2,2,2
TCEA2,1,0,1
TCEA3,3,2,7
TCEAL1,48,93,54
TCEAL2,0,36,6
TCEAL3,124,299,96
TCEAL4,94,104,72
TCEAL5,0,0,2
TCEAL6,0,0,0
TCEAL7,12,61,7
TCEAL8,318,371,247
TCEAL9,441,606,289
TCEANC,1,1,1
TCEANC2,1,1,1
TCERG1,0,0,0
TCERG1L,0,0,0
TCF12,0,0,0
TCF15,0,0,0
TCF19,0,1,0
TCF20,1,1,1
TCF21,3,62,17
TCF23,1,0,1
TCF24,0,0,0
TCF25,5,6,3
TCF3,0,1,0
TCF4,0,0,0
TCF7,0,0,0
TCF7L1,1,0,0
TCF7L2,0,0,0
TCFL5,1,1,1
TCHH,0,15,0
TCHHL1,0,0,0
TCHP,1,1,1
TCIM,6561,1396,4160
TCIRG1,1,0,0
TCN1,702,762,315
TCN2,9,5,4
TCOF1,0,0,0
TCP1,122,82,72
TCP10L,1,0,1
TCP10L2,0,0,0
TCP11,0,0,0
TCP11L1,0,1,0
TCP11L2,0,0,0
TCTA,119,29,112
TCTE1,0,0,0
TCTN1,0,0,0
TCTN2,1,2,2
TCTN3,3,4,2
TDG,4,3,3
TDGF1,3,4,0
TDO2,1,4,0
TDP1,0,0,0
TDP2,53,42,42
TDRD1,0,0,0
TDRD10,0,0,0
TDRD15,0,0,0
TDRD3,0,0,0
TDRD5,0,0,0
TDRD6,0,0,1
TDRD7,1,1,0
TDRD9,0,0,0
TDRKH,1,0,0
TDRP,0,0,1
TEAD1,3,3,2
TEAD2,0,0,0
TEAD3,9,8,7
TEAD4,1,0,0
TEC,0,0,0
TECPR1,2,2,1
TECPR2,1,1,1
TECR,0,0,0
TECRL,0,0,0
TECTA,0,0,0
TECTB,0,0,0
TEDC1,6,3,2
TEDC2,1,6,0
TEDDM1,0,0,0
TEF,8,8,14
TEFM,15,4,14
TEK,0,0,0
TEKT1,0,0,0
TEKT2,0,0,6
TEKT3,0,0,0
TEKT4,0,0,1
TEKT5,0,0,0
TELO2,1,1,1
TEN1,0,0,0
TEN1-CDK3,0,0,0
TENM1,0,0,0
TENM2,0,0,0
TENM3,0,0,0
TENM4,0,0,0
TENT2,0,0,0
TENT4A,2,3,1
TENT4B,1,1,1
TENT5A,276,249,208
TENT5B,5,7,2
TENT5C,7,15,23
TEP1,2,1,1
TEPP,0,0,0
TEPSIN,3,3,3
TERB1,0,0,0
TERB2,0,0,0
TERF1,1,1,1
TERF2,3,2,2
TERF2IP,59,98,53
TERT,0,0,0
TES,49,37,30
TESC,8,8,6
TESK1,62,106,27
TESK2,0,0,0
TESMIN,0,0,0
TESPA1,0,0,0
TET1,0,0,0
TET2,0,1,0
TET3,0,0,0
TEX10,2,1,1
TEX101,0,0,0
TEX11,0,0,0
TEX12,0,0,0
TEX13B,0,0,0
TEX13C,0,0,0
TEX13D,0,0,0
TEX14,0,0,0
TEX15,0,0,0
TEX19,0,0,0
TEX2,0,0,0
TEX22,0,0,0
TEX26,0,0,0
TEX261,76,86,76
TEX264,1,1,1
TEX29,0,0,0
TEX30,1,0,2
TEX33,0,0,0
TEX35,0,0,0
TEX36,0,0,0
TEX37,0,0,0
TEX38,0,0,0
TEX43,1,0,0
TEX44,0,0,0
TEX45,0,0,0
TEX46,0,0,0
TEX47,0,0,0
TEX48,0,0,0
TEX49,0,0,0
TEX50,0,0,0
TEX51,0,0,0
TEX52,0,0,0
TEX54,0,0,0
TEX55,0,0,0
TEX9,0,0,0
TF,0,0,0
TFAM,16,13,14
TFAP2A,4,10,1
TFAP2B,0,0,0
TFAP2C,7,6,12
TFAP2D,0,0,0
TFAP2E,1,0,0
TFAP4,1,4,4
TFB1M,0,0,0
TFB2M,2,8,3
TFCP2,2,3,2
TFCP2L1,3,2,2
TFDP1,0,0,0
TFDP2,0,0,0
TFDP3,0,0,0
TFE3,8,6,6
TFEB,1,1,0
TFEC,0,0,0
TFF1,3214,1332,741
TFF2,3438,1448,1344
TFF3,1053,856,783
TFG,10,8,6
TFIP11,4,3,3
TFPI,2,2,1
TFPI2,3,77,175
TFPT,2,1,1
TFR2,0,1,0
TFRC,23,22,8
TG,0,0,0
TGDS,1,4,1
TGFA,2,1,1
TGFB1I1,14,22,8
TGFB2,0,1,0
TGFB3,1,11,4
TGFBI,69,114,17
TGFBR1,10,10,4
TGFBR2,5,7,4
TGFBR3,0,0,0
TGFBR3L,0,6,0
TGFBRAP1,1,1,1
TGIF1,16,9,8
TGIF2,6,6,5
TGIF2LX,0,0,0
TGM1,1,1,2
TGM2,12,16,10
TGM3,0,0,0
TGM4,0,0,0
TGM5,0,0,0
TGM6,0,0,0
TGM7,0,0,0
TGOLN2,39,43,30
TGS1,2,2,2
TH,0,0,0
THADA,0,0,0
THAP1,18,17,15
THAP10,5,0,3
THAP11,189,150,160
THAP12,0,0,2
THAP2,4,12,3
THAP3,2,4,2
THAP4,2,2,2
THAP5,6,6,6
THAP6,1,1,1
THAP7,41,64,39
THAP8,1,1,1
THAP9,0,0,0
THBD,180,712,56
THBS1,161,494,85
THBS2,7,17,2
THBS3,1,1,1
THBS4,0,4,0
THEG,0,0,0
THEGL,0,0,0
THEM4,7,14,13
THEM5,0,0,0
THEM6,14,14,6
THEMIS,0,0,0
THEMIS2,1,12,2
THG1L,2,3,3
THNSL1,1,0,1
THNSL2,1,0,1
THOC1,3,3,3
THOC2,1,1,1
THOC3,17,9,14
THOC5,0,1,0
THOC6,6,24,13
THOC7,13,12,9
THOP1,4,5,3
THPO,0,1,0
THRA,3,3,5
THRAP3,2,2,2
THRB,0,0,0
THRSP,0,0,3
THSD1,1,0,0
THSD4,0,0,0
THSD7A,0,0,0
THSD7B,0,0,0
THUMPD1,44,77,65
THUMPD2,0,0,0
THUMPD3,2,2,2
THY1,11,31,5
THYN1,12,32,20
TIA1,1,1,1
TIAL1,2,5,2
TIAM1,0,0,0
TIAM2,0,1,0
TICAM1,27,13,14
TICAM2,0,0,0
TICRR,0,0,0
TIE1,0,2,0
TIFA,6,25,28
TIFAB,0,0,0
TIGAR,5,19,4
TIGD1,10,1,3
TIGD2,17,14,12
TIGD3,0,3,1
TIGD4,0,0,1
TIGD5,13,14,11
TIGD6,14,1,2
TIGD7,1,11,16
TIGIT,1,1,2
TIMD4,0,0,0
TIMELESS,1,1,1
TIMM10,57,83,53
TIMM10B,286,97,165
TIMM13,543,443,442
TIMM17A,45,39,29
TIMM17B,9,8,9
TIMM21,9,11,10
TIMM22,9,12,8
TIMM23,10,9,5
TIMM23B,0,0,0
TIMM29,85,226,131
TIMM44,27,20,21
TIMM50,7,9,5
TIMM8A,8,0,11
TIMM8B,196,157,116
TIMM9,2,2,2
TIMMDC1,14,9,11
TIMP1,2214,5343,878
TIMP2,78,171,42
TIMP3,106,344,58
TIMP4,6,0,1
TINAG,0,0,0
TINAGL1,50,36,27
TINCR,1,0,1
TINF2,14,17,17
TIPARP,8,3,5
TIPIN,0,0,0
TIPRL,35,19,19
TIRAP,3,0,2
TJAP1,0,0,0
TJP1,0,0,0
TJP2,1,1,1
TJP3,6,3,3
TK1,5,5,2
TK2,4,5,2
TKFC,0,0,0
TKT,52,29,29
TKTL1,0,0,0
TKTL2,0,0,4
TLCD1,11,1,5
TLCD2,70,57,33
TLDC2,0,0,0
TLE1,0,0,0
TLE2,1,1,1
TLE3,1,1,1
TLE4,0,0,0
TLE6,0,0,0
TLK1,2,1,1
TLK2,0,0,0
TLL1,0,0,0
TLL2,0,0,0
TLN1,74,69,43
TLN2,0,0,0
TLNRD1,320,244,284
TLR1,1,2,1
TLR10,0,2,0
TLR2,2,7,1
TLR3,12,22,17
TLR4,4,6,1
TLR5,1,0,1
TLR6,0,0,0
TLR7,4,16,2
TLR8,1,0,1
TLX1,0,0,0
TLX2,0,0,0
TLX3,0,0,0
TM2D1,2,4,2
TM2D2,32,22,17
TM2D3,11,9,10
TM4SF1,1971,614,1056
TM4SF18,1,2,8
TM4SF19,2,6,0
TM4SF20,4,6,0
TM4SF4,402,266,276
TM4SF5,14,18,4
TM6SF1,0,1,0
TM6SF2,0,0,0
TM7SF2,19,15,18
TM7SF3,3,2,3
TM9SF1,5,4,3
TM9SF2,59,52,33
TM9SF3,51,48,35
TM9SF4,4,2,4
TMA16,22,26,18
TMA7,80,75,58
TMBIM1,63,43,33
TMBIM4,13,17,12
TMBIM6,67,87,56
TMC1,0,0,0
TMC2,0,0,0
TMC3,0,0,0
TMC4,5,3,3
TMC5,18,6,9
TMC6,2,1,1
TMC7,0,0,0
TMC8,1,0,0
TMCC1,0,0,0
TMCC2,0,0,0
TMCC3,1,3,1
TMCO1,32,21,19
TMCO2,0,5,0
TMCO3,1,1,1
TMCO4,0,0,0
TMCO5A,0,0,0
TMCO6,0,1,0
TMED1,57,49,51
TMED10,68,85,81
TMED2,146,176,143
TMED3,7,6,6
TMED4,76,68,58
TMED5,12,12,6
TMED6,7,8,71
TMED7,178,116,133
TMED7-TICAM2,0,0,0
TMED8,1,3,2
TMED9,1231,1040,884
TMEFF2,0,0,0
TMEM100,1,3,4
TMEM101,3,3,3
TMEM102,24,12,15
TMEM104,0,0,0
TMEM106A,7,16,5
TMEM106B,13,22,13
TMEM106C,14,19,13
TMEM107,8,22,14
TMEM108,0,0,0
TMEM109,145,163,120
TMEM11,16,11,12
TMEM114,0,0,0
TMEM115,110,148,70
TMEM116,0,0,0
TMEM117,0,0,0
TMEM119,16,27,4
TMEM120A,12,13,9
TMEM120B,0,0,0
TMEM121,12,9,3
TMEM121B,0,2,0
TMEM123,86,71,55
TMEM125,30,23,35
TMEM126A,31,23,16
TMEM126B,8,12,6
TMEM127,21,20,12
TMEM128,8,6,8
TMEM129,110,106,102
TMEM130,0,2,0
TMEM131,0,0,0
TMEM131L,0,0,0
TMEM132A,5,8,4
TMEM132B,0,0,0
TMEM132C,0,0,0
TMEM132D,0,0,0
TMEM132E,1,0,0
TMEM134,10,7,9
TMEM135,0,0,0
TMEM138,2,4,3
TMEM139,6,3,3
TMEM140,8,18,8
TMEM141,573,394,434
TMEM143,1,0,0
TMEM144,2,5,3
TMEM145,0,0,0
TMEM147,278,316,266
TMEM14A,36,27,37
TMEM14B,5,7,5
TMEM14C,18,19,18
TMEM150A,16,20,10
TMEM150B,0,0,0
TMEM150C,0,0,1
TMEM151A,16,15,10
TMEM151B,0,0,0
TMEM154,4,4,2
TMEM156,0,0,0
TMEM158,271,298,88
TMEM160,120,83,79
TMEM161A,4,3,5
TMEM161B,0,0,0
TMEM163,1,2,2
TMEM164,0,0,0
TMEM165,29,17,14
TMEM167A,78,83,41
TMEM167B,28,25,29
TMEM168,3,2,2
TMEM169,0,0,1
TMEM17,1,1,1
TMEM170A,5,5,3
TMEM170B,1,1,1
TMEM171,5,1,3
TMEM174,0,0,0
TMEM175,1,1,2
TMEM176A,60,104,30
TMEM176B,22,43,11
TMEM177,1,2,1
TMEM178A,0,0,0
TMEM178B,0,0,0
TMEM179,0,0,0
TMEM179B,126,130,79
TMEM18,15,16,14
TMEM181,2,1,1
TMEM182,0,0,0
TMEM183A,0,1,1
TMEM184A,72,55,37
TMEM184B,2,2,1
TMEM184C,10,19,8
TMEM185A,1,0,1
TMEM185B,55,47,28
TMEM186,95,121,82
TMEM187,17,6,18
TMEM19,28,22,20
TMEM190,25,0,0
TMEM191B,0,0,0
TMEM191C,0,0,0
TMEM192,8,12,6
TMEM196,0,0,0
TMEM198,8,0,4
TMEM199,72,117,45
TMEM200A,0,1,0
TMEM200B,7,16,3
TMEM200C,4,6,0
TMEM201,1,0,1
TMEM202,0,0,0
TMEM203,42,81,124
TMEM204,7,12,5
TMEM205,26,19,31
TMEM208,141,125,112
TMEM209,1,2,1
TMEM210,0,0,0
TMEM212,0,0,0
TMEM213,1,0,5
TMEM214,26,26,21
TMEM215,0,0,0
TMEM216,8,16,6
TMEM217,0,0,0
TMEM218,0,0,0
TMEM219,14,12,10
TMEM220,2,4,2
TMEM221,0,2,1
TMEM222,9,12,7
TMEM223,6,5,6
TMEM225,0,0,0
TMEM225B,0,0,0
TMEM229A,25,4,9
TMEM229B,0,0,0
TMEM230,1,1,2
TMEM231,1,4,1
TMEM232,0,0,0
TMEM233,1,1,0
TMEM234,3,2,2
TMEM235,0,0,0
TMEM236,1,3,1
TMEM237,4,2,4
TMEM238,232,206,182
TMEM238L,49,31,17
TMEM239,0,0,0
TMEM240,1,0,3
TMEM241,0,0,0
TMEM242,11,18,9
TMEM243,2,2,2
TMEM245,2,1,1
TMEM248,20,17,12
TMEM249,0,0,0
TMEM25,0,0,0
TMEM250,12,14,8
TMEM251,21,19,12
TMEM252,0,0,0
TMEM253,0,0,1
TMEM254,3,3,2
TMEM255A,0,0,0
TMEM255B,1,1,0
TMEM256,326,516,315
TMEM258,566,516,532
TMEM259,35,22,27
TMEM26,0,0,0
TMEM260,1,0,1
TMEM262,0,0,0
TMEM263,18,13,10
TMEM266,0,0,0
TMEM267,1,0,0
TMEM268,0,0,0
TMEM269,0,0,1
TMEM270,0,0,0
TMEM271,0,0,0
TMEM272,0,0,0
TMEM273,0,0,0
TMEM275,0,0,0
TMEM30A,51,83,42
TMEM30B,283,244,367
TMEM31,0,0,4
TMEM33,22,18,11
TMEM35A,1,0,0
TMEM37,23,6,26
TMEM38A,7,3,4
TMEM38B,0,2,0
TMEM39A,3,4,3
TMEM39B,0,0,0
TMEM40,0,0,0
TMEM41A,55,39,39
TMEM41B,7,7,5
TMEM42,20,19,32
TMEM43,109,101,58
TMEM44,1,2,1
TMEM45A,0,1,1
TMEM45B,4,3,2
TMEM47,42,22,43
TMEM50A,29,25,18
TMEM50B,4,4,4
TMEM51,4,3,3
TMEM52,8,9,79
TMEM52B,0,0,0
TMEM53,2,3,1
TMEM54,35,11,23
TMEM59,47,48,36
TMEM59L,4,43,3
TMEM60,59,135,49
TMEM61,0,1,0
TMEM62,0,0,0
TMEM63A,6,4,5
TMEM63B,2,1,1
TMEM63C,0,1,1
TMEM64,5,4,6
TMEM65,9,17,9
TMEM67,0,0,0
TMEM68,1,2,1
TMEM69,26,23,24
TMEM70,28,35,22
TMEM71,0,0,0
TMEM72,0,0,1
TMEM74,0,0,0
TMEM74B,0,2,1
TMEM79,2,4,4
TMEM80,5,4,5
TMEM81,0,27,13
TMEM82,0,3,0
TMEM86A,3,12,4
TMEM86B,119,68,49
TMEM87A,8,7,4
TMEM87B,10,8,4
TMEM88,114,114,57
TMEM88B,0,2,0
TMEM89,0,0,0
TMEM8B,0,0,0
TMEM9,3,6,4
TMEM91,0,2,2
TMEM92,19,17,11
TMEM94,0,0,0
TMEM95,0,0,0
TMEM97,104,22,247
TMEM98,34,27,26
TMEM9B,23,25,14
TMF1,41,37,38
TMIE,0,0,0
TMIGD1,0,1,0
TMIGD2,0,0,0
TMIGD3,1,1,0
TMLHE,0,0,0
TMOD1,0,1,0
TMOD2,1,2,1
TMOD3,30,30,18
TMPO,7,8,5
TMPPE,7,1,0
TMPRSS11A,0,0,0
TMPRSS11B,0,0,0
TMPRSS11D,0,0,0
TMPRSS11E,0,0,0
TMPRSS11F,0,0,0
TMPRSS12,0,0,0
TMPRSS13,0,0,1
TMPRSS15,0,0,0
TMPRSS2,14,13,7
TMPRSS3,13,10,9
TMPRSS4,4,3,2
TMPRSS5,0,0,0
TMPRSS6,0,0,0
TMPRSS7,0,0,0
TMPRSS9,0,0,0
TMSB10,12848,17409,5953
TMSB15A,0,0,0
TMSB15B,0,0,0
TMSB4X,9426,12126,4847
TMSB4Y,23,9,11
TMTC1,0,0,0
TMTC2,0,0,0
TMTC3,1,2,1
TMTC4,1,1,0
TMUB1,334,327,277
TMUB2,3,3,3
TMX1,43,62,37
TMX2,2,1,1
TMX3,1,2,1
TMX4,29,62,23
TNC,0,0,0
TNF,0,7,1
TNFAIP1,40,41,37
TNFAIP2,32,41,23
TNFAIP3,3,8,2
TNFAIP6,6,18,1
TNFAIP8,2,1,1
TNFAIP8L1,1,1,2
TNFAIP8L2,17,3,3
TNFAIP8L3,2,4,0
TNFRSF10A,23,2,15
TNFRSF10B,17,10,11
TNFRSF10C,2,7,2
TNFRSF10D,4,3,8
TNFRSF11A,1,1,1
TNFRSF11B,47,118,9
TNFRSF12A,4720,5496,2719
TNFRSF13B,0,0,0
TNFRSF13C,5,0,4
TNFRSF14,27,24,17
TNFRSF17,0,3,0
TNFRSF18,8,3,2
TNFRSF19,0,0,0
TNFRSF1A,98,46,47
TNFRSF1B,3,6,2
TNFRSF21,82,31,44
TNFRSF25,2,1,6
TNFRSF4,1,1,0
TNFRSF8,0,0,0
TNFRSF9,1,1,0
TNFSF10,26,24,29
TNFSF11,0,0,0
TNFSF12,43,66,30
TNFSF13,0,0,0
TNFSF13B,5,10,4
TNFSF14,1,4,3
TNFSF15,12,6,3
TNFSF18,0,17,0
TNFSF4,0,1,0
TNFSF8,0,0,0
TNFSF9,29,2,6
TNIK,0,0,0
TNIP1,1,1,1
TNIP2,7,12,4
TNIP3,0,0,0
TNK1,3,1,2
TNK2,0,0,0
TNKS,1,1,0
TNKS1BP1,25,17,17
TNKS2,2,2,3
TNMD,0,0,0
TNN,0,0,0
TNNC1,25,40,27
TNNC2,6,10,0
TNNI1,0,0,0
TNNI2,10,6,53
TNNI3,2,0,0
TNNI3K,0,0,0
TNNT1,0,0,0
TNNT2,0,0,0
TNNT3,0,0,0
TNP2,0,0,0
TNPO1,3,3,2
TNPO2,2,3,2
TNPO3,0,0,0
TNR,0,0,0
TNRC18,1,1,1
TNRC6A,0,0,0
TNRC6B,4,4,4
TNRC6C,0,1,0
TNS1,0,1,1
TNS2,3,5,4
TNS3,0,0,0
TNS4,4,2,2
TNXB,0,0,0
TOB1,597,345,396
TOB2,43,29,24
TOE1,8,10,5
TOGARAM1,0,1,0
TOGARAM2,0,0,0
TOLLIP,3,4,2
TOM1,1,1,1
TOM1L1,1,1,1
TOM1L2,0,0,0
TOMM20,142,101,104
TOMM20L,0,0,0
TOMM22,283,141,189
TOMM34,21,12,8
TOMM40L,4,10,4
TOMM5,2,0,0
TOMM7,270,258,268
TOMM70,24,20,16
TONSL,0,0,0
TOP1,62,55,40
TOP1MT,0,0,0
TOP2A,4,3,1
TOP2B,4,5,3
TOP3A,0,0,1
TOP3B,0,0,0
TOPAZ1,0,0,0
TOPBP1,1,1,1
TOPORS,34,31,31
TOR1A,62,72,37
TOR1AIP1,9,21,7
TOR1AIP2,5,8,4
TOR1B,8,9,6
TOR2A,3,6,4
TOR3A,50,69,33
TOR4A,331,191,152
TOX,1,1,0
TOX2,0,0,0
TOX3,1,1,1
TOX4,19,22,16
TP53,3,4,2
TP53AIP1,0,0,0
TP53BP1,1,1,1
TP53BP2,3,3,1
TP53I11,1,2,1
TP53I13,3,5,4
TP53I3,24,24,17
TP53INP1,7,9,21
TP53INP2,11,7,5
TP53RK,143,135,63
TP53TG5,1,0,1
TP63,0,0,0
TP73,0,0,0
TPBG,34,46,33
TPBGL,0,0,0
TPCN1,0,1,0
TPCN2,8,8,8
TPD52,1,1,1
TPD52L1,0,0,1
TPD52L2,7,6,4
TPD52L3,0,0,0
TPGS1,6,4,7
TPGS2,2,1,1
TPH1,0,2,2
TPH2,0,0,0
TPI1,243,153,188
TPK1,0,0,0
TPM1,24,18,14
TPM2,23,59,19
TPM3,4,4,2
TPM4,39,42,26
TPMT,8,8,4
TPO,0,0,0
TPP1,257,420,114
TPP2,2,2,1
TPPP,6,2,2
TPPP2,0,0,0
TPPP3,96,71,57
TPR,62,82,48
TPRA1,2,1,1
TPRG1,0,0,0
TPRG1L,274,181,149
TPRKB,6,6,5
TPRN,36,49,57
TPSAB1,0,59,16
TPSB2,7,20,8
TPSD1,0,0,0
TPSG1,0,0,0
TPST1,0,1,0
TPST2,1,1,4
TPT1,1443,1359,1288
TPX2,1,0,0
TRA2A,11,12,11
TRA2B,44,53,42
TRABD,5,4,4
TRABD2A,0,1,0
TRABD2B,0,0,0
TRADD,148,54,70
TRAF1,4,6,2
TRAF2,1,1,1
TRAF3,0,0,0
TRAF3IP1,1,1,1
TRAF3IP2,5,2,3
TRAF3IP3,0,1,0
TRAF4,36,22,25
TRAF5,1,1,1
TRAF6,2,4,3
TRAF7,11,14,8
TRAFD1,2,6,3
TRAIP,1,0,0
TRAK1,2,1,1
TRAK2,4,8,3
TRAM1,41,29,32
TRAM1L1,10,45,34
TRAM2,4,6,1
TRANK1,0,0,0
TRAP1,3,3,3
TRAPPC1,125,128,71
TRAPPC10,0,0,0
TRAPPC11,3,3,2
TRAPPC12,0,1,1
TRAPPC13,1,2,1
TRAPPC2,2,2,2
TRAPPC2B,162,88,91
TRAPPC2L,8,8,5
TRAPPC3,12,10,10
TRAPPC3L,0,0,0
TRAPPC4,18,14,11
TRAPPC5,0,0,0
TRAPPC6A,6,2,4
TRAPPC6B,16,19,11
TRAPPC8,0,0,0
TRAPPC9,0,0,0
TRARG1,0,0,0
TRAT1,0,0,0
TRDMT1,0,0,0
TRDN,0,0,0
TREH,0,1,0
TREM1,5,11,1
TREM2,107,282,15
TREML1,1,1,0
TREML2,0,10,0
TREML4,0,6,0
TRERF1,0,0,0
TREX2,0,0,0
TRH,0,0,0
TRHDE,0,0,0
TRHR,0,0,0
TRIAP1,185,153,204
TRIB1,510,195,292
TRIB2,18,19,10
TRIB3,1,2,2
TRIL,6,4,11
TRIM10,0,0,0
TRIM11,5,6,8
TRIM13,6,5,8
TRIM14,1,2,0
TRIM15,1,0,2
TRIM16,1,0,0
TRIM16L,0,0,0
TRIM17,0,0,0
TRIM2,0,0,0
TRIM21,10,14,16
TRIM22,23,19,28
TRIM23,1,4,1
TRIM24,2,2,1
TRIM25,29,29,24
TRIM26,0,1,0
TRIM27,8,7,6
TRIM28,71,83,64
TRIM29,15,18,2
TRIM3,0,1,0
TRIM31,2,2,1
TRIM32,2,2,3
TRIM33,3,3,2
TRIM34,0,0,0
TRIM35,1,2,2
TRIM36,0,0,0
TRIM37,0,0,0
TRIM38,8,8,6
TRIM39,0,0,0
TRIM4,9,14,7
TRIM40,0,0,0
TRIM41,4,4,4
TRIM42,0,0,0
TRIM43,0,0,0
TRIM44,10,10,8
TRIM45,0,0,2
TRIM46,13,9,3
TRIM48,0,0,0
TRIM5,0,0,0
TRIM50,0,0,1
TRIM51,0,0,0
TRIM52,4,2,6
TRIM54,6,2,4
TRIM55,0,0,0
TRIM56,91,96,100
TRIM58,0,0,0
TRIM59,11,31,5
TRIM6,0,2,1
TRIM60,0,0,0
TRIM61,0,0,0
TRIM62,2,0,0
TRIM63,0,0,1
TRIM64C,0,0,0
TRIM65,2,1,1
TRIM66,0,0,0
TRIM67,0,0,0
TRIM68,9,3,6
TRIM69,1,2,1
TRIM7,2,3,1
TRIM71,0,0,0
TRIM72,0,4,1
TRIM73,0,0,0
TRIM77,0,0,0
TRIM8,31,51,41
TRIM9,0,0,0
TRIML1,0,0,0
TRIML2,0,0,0
TRIO,0,0,0
TRIOBP,16,17,13
TRIP10,9,3,9
TRIP11,10,6,10
TRIP12,0,0,0
TRIP13,0,0,0
TRIP4,4,2,2
TRIP6,252,175,227
TRIQK,0,0,1
TRIR,115,101,84
TRIT1,0,1,0
TRMO,1,1,1
TRMT1,7,11,5
TRMT10A,2,1,2
TRMT10B,0,0,1
TRMT10C,202,148,115
TRMT11,0,0,0
TRMT112,215,254,143
TRMT12,119,21,48
TRMT13,2,2,2
TRMT1L,2,3,2
TRMT2A,21,10,10
TRMT2B,0,0,0
TRMT44,0,0,0
TRMT5,9,5,4
TRMT6,20,21,14
TRMT61A,63,29,43
TRMT61B,1,0,1
TRMT9B,1,0,1
TRMU,3,3,3
TRNAU1AP,14,6,7
TRNP1,358,120,198
TRNT1,0,0,0
TRO,0,1,2
TROAP,0,0,0
TRPA1,0,0,0
TRPC1,0,0,0
TRPC3,0,0,0
TRPC4,0,0,0
TRPC4AP,1,2,1
TRPC5,0,0,0
TRPC5OS,0,0,0
TRPC6,0,0,0
TRPC7,0,0,0
TRPM1,0,0,0
TRPM2,0,0,0
TRPM3,0,0,0
TRPM4,4,2,2
TRPM5,0,0,1
TRPM6,0,0,0
TRPM7,0,0,0
TRPM8,0,0,0
TRPS1,0,1,0
TRPT1,19,15,16
TRPV1,0,0,1
TRPV2,1,1,0
TRPV3,0,0,0
TRPV4,1,1,0
TRPV5,0,0,0
TRPV6,12,5,34
TRRAP,1,1,1
TRUB1,7,1,6
TRUB2,7,9,6
TSACC,0,0,0
TSBP1,0,0,0
TSC1,0,1,0
TSC2,0,0,1
TSC22D1,7,5,4
TSC22D2,8,5,6
TSC22D3,4,10,4
TSC22D4,23,19,19
TSEN15,2,4,1
TSEN2,0,0,0
TSEN34,5,6,4
TSEN54,41,13,44
TSFM,7,7,5
TSG101,16,19,9
TSGA10,0,0,0
TSGA10IP,0,0,0
TSGA13,0,0,0
TSHR,0,0,0
TSHZ1,2,4,2
TSHZ2,0,1,0
TSHZ3,0,1,0
TSKS,0,2,0
TSKU,13,9,4
TSLP,4,2,0
TSN,13,16,13
TSNARE1,0,0,0
TSNAX,13,29,8
TSNAXIP1,0,0,0
TSPAN1,30,20,15
TSPAN10,1,0,2
TSPAN11,0,1,0
TSPAN12,1,1,2
TSPAN13,64,61,42
TSPAN14,3,3,2
TSPAN15,1,1,0
TSPAN16,0,0,0
TSPAN17,3,3,4
TSPAN18,0,0,0
TSPAN19,0,0,0
TSPAN2,0,1,1
TSPAN3,115,83,70
TSPAN31,20,28,21
TSPAN32,0,0,0
TSPAN33,5,5,4
TSPAN4,2,4,3
TSPAN5,0,0,0
TSPAN6,9,9,12
TSPAN7,1,5,2
TSPAN8,314,140,143
TSPAN9,0,0,0
TSPEAR,0,0,0
TSPO,121,73,56
TSPO2,5,0,1
TSPOAP1,2,2,5
TSPYL1,329,246,178
TSPYL2,9,10,9
TSPYL4,60,24,66
TSPYL5,57,31,31
TSPYL6,0,0,0
TSR1,34,42,34
TSR2,20,24,14
TSR3,198,322,112
TSSC4,20,16,19
TSSK1B,0,0,1
TSSK2,0,0,0
TSSK3,0,0,0
TSSK4,0,0,1
TSSK6,6,0,8
TST,185,81,101
TSTD1,501,197,489
TSTD2,18,21,12
TSTD3,0,0,0
TTBK1,0,0,0
TTBK2,0,0,0
TTC1,10,11,8
TTC12,1,0,0
TTC13,0,0,0
TTC14,33,37,25
TTC16,0,0,0
TTC17,1,1,1
TTC19,10,7,9
TTC21A,0,0,0
TTC21B,0,1,1
TTC22,6,5,5
TTC23,0,0,0
TTC23L,0,0,0
TTC24,0,0,0
TTC26,0,1,0
TTC27,0,0,0
TTC28,0,0,0
TTC29,0,0,0
TTC3,5,6,4
TTC30A,13,14,19
TTC30B,51,10,12
TTC31,1,1,1
TTC32,51,66,34
TTC33,2,2,3
TTC34,0,0,0
TTC36,0,0,0
TTC37,4,4,5
TTC38,10,7,6
TTC39A,1,1,1
TTC39B,0,0,0
TTC39C,0,0,0
TTC4,0,0,1
TTC5,8,6,7
TTC6,0,0,0
TTC7A,0,0,0
TTC7B,0,0,0
TTC8,1,1,0
TTC9,9,9,5
TTC9B,0,0,0
TTC9C,6,7,3
TTF1,3,2,2
TTF2,1,0,0
TTI1,1,1,1
